"","borough","neighborhood","building class category","tax class at present","block","lot","ease-ment","building class at present","address","apartment number","zip code","residential units","commercial units","total units","land square feet","gross square feet","year built","tax class at time of sale","building class at time of sale","sale price","sale date","sale.price.n","land.sqft","year.built","outliers"
"14427",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8845,2002," ","A1","2 BEACON COURT                           ","            ",11229,1,0,1,1485,1485,1920,1,"A1",304200,2016-06-09,304200,1485,1920,0
"14428",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8845,2056," ","A1","9 BEACON COURT                           ","            ",11229,1,0,1,3600,1824,1920,1,"A1",430000,2016-05-06,430000,3600,1920,0
"14429",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8845,2082," ","A9","18 CANTON COURT                          ","            ",11229,1,0,1,1800,1664,2001,1,"A9",465000,2016-07-15,465000,1800,2001,0
"14430",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8845,2118," ","A1","3 CANTON COURT                           ","            ",11229,1,0,1,1800,856,1920,1,"A1",512000,2016-08-05,512000,1800,1920,0
"14431",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8845,2184," ","A1","16 EATON COURT                           ","            ",11229,1,0,1,1800,1960,1920,1,"A1",480000,2016-10-07,480000,1800,1920,0
"14432",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8845,2206," ","A1","5 EATON COURT                            ","            ",11229,1,0,1,1800,2436,1920,1,"A1",625000,2016-02-29,625000,1800,1920,0
"14433",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8845,2220," ","A2","10 FRANK COURT                           ","            ",11229,1,0,1,1800,706,1920,1,"A2",363750,2016-03-31,363750,1800,1920,0
"14434",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8856,1488," ","A2","13 OPAL COURT                            ","            ",11229,1,0,1,1800,892,1949,1,"A2",299000,2016-06-15,299000,1800,1949,0
"14435",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8856,1544," ","A1","19 HYMEN COURT                           ","            ",11229,1,0,1,3600,616,1925,1,"A1",425000,2016-11-10,425000,3600,1925,0
"14436",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8856,1620," ","A1","20 GAIN COURT                            ","            ",11229,1,0,1,1800,1875,1997,1,"A1",450000,2016-10-12,450000,1800,1997,0
"14437",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8856,1846," ","A1","8 SEBA AVENUE                            ","            ",11229,1,0,1,1800,1800,1986,1,"A1",354000,2016-03-29,354000,1800,1986,0
"14439",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8866,1240," ","A1","25 KEEN COURT                            ","            ",11229,1,0,1,1800,1640,1920,1,"A1",460000,2016-07-19,460000,1800,1920,0
"14440",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8866,1276," ","A2","32 KEEN COURT                            ","            ",11229,1,0,1,1800,768,1920,1,"A2",298650,2016-03-31,298650,1800,1920,0
"14441",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8866,1280," ","A1","36 KEEN COURT                            ","            ",11229,1,0,1,1800,1545,2012,1,"A1",520000,2016-07-26,520000,1800,2012,0
"14442",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8866,1358," ","A1","19 MELBA COURT                           ","            ",11229,1,0,1,1800,1200,1960,1,"A1",530000,2016-08-19,530000,1800,1960,0
"14443",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8866,1376," ","A1","20 MELBA COURT                           ","            ",11229,1,0,1,1800,1728,1930,1,"A1",425000,2016-06-09,425000,1800,1930,0
"14444",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8866,1386," ","A2","30 MELBA COURT                           ","            ",11229,1,0,1,1800,660,1925,1,"A2",115500,2016-05-06,115500,1800,1925,0
"14446",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8866,1842," ","A1","9 SEBA AVE                               ","            ",11229,1,0,1,3600,1219,1920,1,"A1",128000,2016-05-11,128000,3600,1920,0
"14448",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8876,2776," ","A2","12 LANDIS COURT                          ","            ",11229,1,0,1,1700,1200,1925,1,"A2",335000,2016-01-15,335000,1700,1925,0
"14449",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8883,22," ","A1","41 GOTHAM AVENUE                         ","            ",11229,1,0,1,1785,1456,1920,1,"A1",520000,2016-09-08,520000,1785,1920,0
"14450",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8883,961," ","A1","42 GOTHAM AVENUE                         ","            ",11229,1,0,1,1680,868,1920,1,"A1",570000,2016-12-14,570000,1680,1920,0
"14453",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8883,977," ","A1","10 GOTHAM                                ","            ",11229,1,0,1,1680,2400,1997,1,"A1",340000,2016-08-29,340000,1680,1997,0
"14454",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8883,977," ","A1","10 GOTHAM AVENUE                         ","            ",11229,1,0,1,1680,2400,1997,1,"A1",340000,2016-01-19,340000,1680,1997,0
"14455",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8885,18," ","A1","2 HAZEL COURT                            ","            ",11229,1,0,1,1785,1800,1990,1,"A1",480000,2016-01-29,480000,1785,1990,0
"14456",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8885,400," ","A1","12 LACON COURT                           ","            ",11229,1,0,1,3570,1131,1925,1,"A1",580000,2016-01-25,580000,3570,1925,0
"14457",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8891,524," ","A0","41 HAZEL COURT                           ","            ",11229,1,0,1,3570,1034,1945,1,"A0",445000,2016-05-17,445000,3570,1945,0
"14458",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8891,610," ","A2","31 JOVAL COURT                           ","            ",11229,1,0,1,1785,800,1940,1,"A2",325000,2016-11-15,325000,1785,1940,0
"14459",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8896,8," ","A1","49 GARLAND COURT                         ","            ",11229,1,0,1,1785,1200,1925,1,"A1",450000,2016-07-20,450000,1785,1925,0
"14460",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8896,16," ","A1","57 GARLAND COURT                         ","            ",11229,1,0,1,4652,1039,1925,1,"A1",737500,2016-11-22,737500,4652,1925,0
"14461",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8900,34," ","A1","28 DARE COURT                            ","            ",11229,1,0,1,1800,916,1925,1,"A1",410000,2016-04-12,410000,1800,1925,0
"14462",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8900,66," ","A1","37 DARE COURT                            ","            ",11229,1,0,1,1800,1632,1925,1,"A1",525000,2016-11-16,525000,1800,1925,0
"14463",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8900,900," ","A2","48 ABBEY COURT                           ","            ",11229,1,0,1,1800,800,1925,1,"A2",415000,2016-04-11,415000,1800,1925,0
"14464",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8900,904," ","A2","52 ABBEY COURT                           ","            ",11229,1,0,1,1800,700,1925,1,"A2",375000,2016-06-20,375000,1800,1925,0
"14465",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8900,960," ","A1","55 BEACON COURT                          ","            ",11229,1,0,1,1800,1240,1925,1,"A1",180000,2016-12-02,180000,1800,1925,0
"14467",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8907,517," ","A5","2918 GERRITSEN AVENUE                    ","            ",11229,1,0,1,1440,1216,1965,1,"A5",465000,2016-06-27,465000,1440,1965,0
"14468",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8907,541," ","A5","2902 GERRITSEN AVENUE                    ","            ",11229,1,0,1,1440,1216,1965,1,"A5",342000,2016-08-15,342000,1440,1965,0
"14470",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8907,636," ","A2","62 CANTON COURT                          ","            ",11229,1,0,1,1800,650,1920,1,"A2",230000,2016-02-12,230000,1800,1920,0
"14471",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8907,660," ","A1","71 CANTON COURT                          ","            ",11229,1,0,1,1800,1415,1920,1,"A1",530000,2016-11-30,530000,1800,1920,0
"14472",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8907,808," ","A1","66 FRANK COURT                           ","            ",11229,1,0,1,1800,1320,1920,1,"A1",545000,2016-11-08,545000,1800,1920,0
"14473",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8907,846," ","A1","50 NOEL AVENUE                           ","            ",11229,1,0,1,1800,1560,1920,1,"A1",469000,2016-04-12,469000,1800,1920,0
"14474",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8914,12," ","A2","103 ABBEY COURT                          ","            ",11229,1,0,1,1800,648,1925,1,"A2",375000,2016-07-22,375000,1800,1925,0
"14475",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8914,22," ","A1","113 ABBEY COURT                          ","            ",11229,1,0,1,1800,2136,1925,1,"A1",250000,2016-08-22,250000,1800,1925,0
"14478",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8914,284," ","A5","2840 GERRITSEN AVENUE                    ","            ",11229,1,0,1,1440,1216,1955,1,"A5",439000,2016-10-28,439000,1440,1955,0
"14482",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8914,478," ","A1","109 EATON COURT                          ","            ",11229,1,0,1,1800,1059,1925,1,"A1",379000,2016-06-21,379000,1800,1925,0
"14483",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8914,564," ","A1","115 NOEL AVENUE                          ","            ",11229,1,0,1,1800,1738,1925,1,"A1",681164,2016-04-14,681164,1800,1925,0
"14484",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8914,604," ","A1","115 GAIN COURT                           ","            ",11229,1,0,1,1800,790,1925,1,"A1",145000,2016-03-02,145000,1800,1925,0
"14485",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8923,4," ","A1","59 GOTHAM AVENUE                         ","            ",11229,1,0,1,5250,1744,1920,1,"A1",469000,2016-07-28,469000,5250,1920,0
"14486",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8923,16," ","A1","45 GOTHAM AVENUE                         ","            ",11229,1,0,1,1733,1242,2012,1,"A1",475000,2016-09-21,475000,1733,2012,0
"14487",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8923,98," ","A1","63 GOTHAM AVENUE                         ","            ",11229,1,0,1,3570,1476,1920,1,"A1",559000,2016-09-28,559000,3570,1920,0
"14488",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8923,926," ","A1","112 GOTHAM AVENUE                        ","            ",11229,1,0,1,1680,1512,1920,1,"A1",455000,2016-05-31,455000,1680,1920,0
"14489",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8925,188," ","A9","22 ASTER COURT                           ","            ",11229,1,0,1,1470,880,1930,1,"A9",405000,2016-11-30,405000,1470,1930,0
"14490",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8925,216," ","A1","5 ASTER COURT                            ","            ",11229,1,0,1,3570,1348,1930,1,"A1",540000,2016-08-31,540000,3570,1930,0
"14494",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8932,778," ","A1","34 FANE COURT                            ","            ",11229,1,0,1,1785,806,1920,1,"A1",450000,2016-02-25,450000,1785,1920,0
"14495",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8932,812," ","A1","48 GARLAND COURT                         ","            ",11229,1,0,1,3570,1089,1920,1,"A1",210000,2016-06-03,210000,3570,1920,0
"14499",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8939,128," ","A1","53 FANE COURT                            ","            ",11229,1,0,1,1785,1377,1920,1,"A1",344500,2016-10-11,344500,1785,1920,0
"14500",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8939,850," ","A5","2618 GERRITSEN AVENUE                    ","            ",11229,1,0,1,1466,1360,1960,1,"A5",250000,2016-02-03,250000,1466,1960,0
"14501",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8939,866," ","A1","66 ASTER COURT                           ","            ",11229,1,0,1,1785,1552,1925,1,"A1",420000,2016-06-30,420000,1785,1925,0
"14502",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8939,904," ","A1","69 ASTER COURT                           ","            ",11229,1,0,1,1785,1392,1925,1,"A1",430000,2016-05-20,430000,1785,1925,0
"14504",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8946,811," ","A5","2570 GERRITSEN AVENUE                    ","            ",11229,1,0,1,1479,1360,1965,1,"A5",480000,2016-05-11,480000,1479,1965,0
"14505",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8946,817," ","A5","2560 GERRITSEN AVENUE                    ","            ",11229,1,0,1,1479,1360,1965,1,"A5",525000,2016-12-13,525000,1479,1965,0
"14506",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8955,69," ","A5","2526 GERRITSEN                           ","            ",11229,1,0,1,1501,1360,1955,1,"A5",280000,2016-05-06,280000,1501,1955,0
"14507",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8955,96," ","A1","110 ASTER COURT                          ","            ",11229,1,0,1,3570,1047,1925,1,"A1",482500,2016-08-26,482500,3570,1925,0
"14508",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8955,112," ","A1","97 ASTER COURT                           ","            ",11229,1,0,1,1785,1179,1925,1,"A1",365000,2016-01-20,365000,1785,1925,0
"14509",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8955,114," ","A2","99 ASTER COURT                           ","            ",11229,1,0,1,1785,324,1925,1,"A2",259000,2016-08-11,259000,1785,1925,0
"14511",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8955,116," ","A1","101 ASTER COURT                          ","            ",11229,1,0,1,1785,975,1925,1,"A1",402000,2016-03-15,402000,1785,1925,0
"14512",3,"GERRITSEN BEACH          ","01  ONE FAMILY DWELLINGS                    ","1.000000",8955,332," ","A1","116 FANE COURT                           ","            ",11229,1,0,1,1785,728,1925,1,"A1",450000,2016-07-11,450000,1785,1925,0
"14514",3,"GERRITSEN BEACH          ","02  TWO FAMILY DWELLINGS                    ","1.000000",8829,63," ","B1","2433 STUART STREET                       ","            ",11229,2,0,2,2025,1563,1955,1,"B1",570000,2016-04-14,570000,2025,1955,0
"14515",3,"GERRITSEN BEACH          ","02  TWO FAMILY DWELLINGS                    ","1.000000",8845,1670," ","B3","1 NOEL AVENUE                            ","            ",11229,2,0,2,1800,1444,1920,1,"B3",530000,2016-10-20,530000,1800,1920,0
"14516",3,"GERRITSEN BEACH          ","02  TWO FAMILY DWELLINGS                    ","1.000000",8845,2176," ","B2","8 EATON COURT                            ","            ",11229,2,0,2,1800,1230,1980,1,"B2",423000,2016-11-22,423000,1800,1980,0
"14519",3,"GERRITSEN BEACH          ","02  TWO FAMILY DWELLINGS                    ","1.000000",8925,268," ","B3","9 BEVY COURT                             ","            ",11229,2,0,2,1785,1536,1930,1,"B3",419000,2016-06-24,419000,1785,1930,0
"14520",3,"GERRITSEN BEACH          ","02  TWO FAMILY DWELLINGS                    ","1.000000",8932,592," ","B2","28 BEVY COURT                            ","            ",11229,2,0,2,1785,1344,1920,1,"B2",415000,2016-11-15,415000,1785,1920,0
"14521",3,"GERRITSEN BEACH          ","02  TWO FAMILY DWELLINGS                    ","1.000000",8932,828," ","B3","32 GARLAND COURT                         ","            ",11229,2,0,2,1785,1240,1920,1,"B3",585000,2016-09-20,585000,1785,1920,0
"14522",3,"GERRITSEN BEACH          ","02  TWO FAMILY DWELLINGS                    ","1.000000",8955,264," ","B3","107 DICTUM COURT                         ","            ",11229,2,0,2,3570,1915,1925,1,"B3",625000,2016-09-12,625000,3570,1925,0
"14552",3,"GOWANUS                  ","01  ONE FAMILY DWELLINGS                    ","1.000000",405,11," ","A9","452 BALTIC STREET                        ","            ",11217,1,0,1,700,1440,1920,1,"A9",750000,2016-09-02,750000,700,1920,0
"14553",3,"GOWANUS                  ","01  ONE FAMILY DWELLINGS                    ","1.000000",405,11," ","A9","452 BALTIC STREET                        ","            ",11217,1,0,1,700,1440,1920,1,"A9",750000,2016-09-02,750000,700,1920,0
"14554",3,"GOWANUS                  ","01  ONE FAMILY DWELLINGS                    ","1.000000",416,50," ","A9","453 DE GRAW STREET                       ","            ",11217,1,0,1,1875,3745,2015,1,"A9",3920262,2016-07-21,3920262,1875,2015,0
"14555",3,"GOWANUS                  ","01  ONE FAMILY DWELLINGS                    ","1.000000",416,53," ","A9","449 DE GRAW STREET                       ","            ",11217,1,0,1,1875,3745,2015,1,"A9",3595000,2016-10-20,3595000,1875,2015,0
"14556",3,"GOWANUS                  ","01  ONE FAMILY DWELLINGS                    ","1.000000",430,56," ","A4","457 UNION STREET                         ","            ",11231,1,0,1,2975,2412,1910,1,"A4",2688000,2016-02-29,2688000,2975,1910,0
"14557",3,"GOWANUS                  ","01  ONE FAMILY DWELLINGS                    ","1.000000",447,42," ","A5","467 CARROLL STREET                       ","            ",11215,1,0,1,1406,1152,1915,1,"A5",1305000,2016-07-13,1305000,1406,1915,0
"14559",3,"GOWANUS                  ","01  ONE FAMILY DWELLINGS                    ","1.000000",1021,13," ","A9","184 11TH   STREET                        ","            ",11215,1,0,1,1750,1120,1899,1,"A9",1200000,2016-11-16,1200000,1750,1899,0
"14561",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",416,72," ","B9","411 DE GRAW STREET                       ","            ",11217,2,0,2,1600,4463,2015,1,"B9",3775000,2016-06-23,3775000,1600,2015,0
"14562",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",423,30," ","B9","470 DE GRAW STREET                       ","            ",11217,2,0,2,2000,2100,1901,1,"B9",1530000,2016-11-30,1530000,2000,1901,0
"14564",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",430,6," ","B1","287 HOYT STREET                          ","            ",11231,2,0,2,1100,1950,1899,1,"B1",2535000,2016-09-19,2535000,1100,1899,0
"14569",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",448,54," ","B1","515 CARROLL STREET                       ","            ",11215,2,0,2,2700,2220,1905,1,"B1",725000,2016-03-17,725000,2700,1905,0
"14570",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",451,3," ","B9","357 HOYT STREET                          ","            ",11231,2,0,2,1348,2360,1899,1,"B9",3100000,2016-08-25,3100000,1348,1899,0
"14574",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",461,33," ","B9","116 2 STREET                             ","            ",11231,2,0,2,2000,1540,1899,1,"B9",1362000,2016-06-27,1362000,2000,1899,0
"14576",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",997,17," ","B3","220 7TH STREET                           ","            ",11215,2,0,2,1667,2128,1901,1,"B3",943000,2016-04-20,943000,1667,1901,0
"14579",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",997,60," ","B3","191 8TH STREET                           ","            ",11215,2,0,2,1675,1920,1901,1,"B3",1650000,2016-10-31,1650000,1675,1901,0
"14580",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",1003,44," ","B2","231 9 STREET                             ","            ",11215,2,0,2,2000,1455,1899,1,"B2",838370,2016-09-16,838370,2000,1899,0
"14581",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",1003,44," ","B2","231 9 STREET                             ","            ",11215,2,0,2,2000,1455,1899,1,"B2",851992,2016-09-08,851992,2000,1899,0
"14582",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",1021,7," ","S2","501 3RD AVENUE                           ","            ",11215,2,1,3,1284,2400,1899,1,"S2",1250000,2016-05-12,1250000,1284,1899,0
"14583",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",1021,7," ","S2","501 3RD AVENUE                           ","            ",11215,2,1,3,1284,2400,1899,1,"S2",150000,2016-05-12,150000,1284,1899,0
"14584",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",1027,28," ","B3","196 12TH STREET                          ","            ",11215,2,0,2,1800,1652,1899,1,"B3",1550000,2016-08-25,1550000,1800,1899,0
"14586",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",1027,65," ","B3","165 13TH STREET                          ","            ",11215,2,0,2,2142,1539,1899,1,"B3",1530000,2016-08-17,1530000,2142,1899,0
"14589",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",1033,56," ","B3","157A 14TH STREET                         ","            ",11215,2,0,2,1792,1276,1899,1,"B3",1390000,2016-03-24,1390000,1792,1899,0
"14591",3,"GOWANUS                  ","02  TWO FAMILY DWELLINGS                    ","1.000000",1051,52," ","B3","157 PROSPECT AVENUE                      ","            ",11215,2,0,2,1313,1848,1899,1,"B3",860000,2016-02-17,860000,1313,1899,0
"14593",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",430,72," ","C0","427 UNION STREET                         ","            ",11231,3,0,3,2000,3165,1899,1,"C0",2760000,2016-03-09,2760000,2000,1899,0
"14594",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",433,47," ","C0","575 UNION STREET                         ","1.000000",11215,3,0,3,2715,4500,1901,1,"C0",3500000,2016-08-05,3500000,2715,1901,0
"14595",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",440,46," ","C0","501 PRESIDENT STREET                     ","            ",11215,3,0,3,2000,2480,1920,1,"C0",1500000,2016-08-25,1500000,2000,1920,0
"14597",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",454,12," ","C0","297 THIRD AVENUE                         ","            ",11215,3,0,3,1555,1920,1899,1,"C0",1440000,2016-12-02,1440000,1555,1899,0
"14600",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",627,56," ","C0","155 17TH STREET                          ","            ",11215,3,0,3,1878,2626,1899,1,"C0",1550000,2016-08-23,1550000,1878,1899,0
"14602",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",627,59," ","C0","149 17TH STREET                          ","            ",11215,3,0,3,2120,3000,1899,1,"C0",1150000,2016-08-16,1150000,2120,1899,0
"14604",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",1014,50," ","C0","488 THIRD AVE                            ","            ",11215,3,0,3,1440,1950,1901,1,"C0",2145000,2016-08-30,2145000,1440,1901,0
"14605",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",1033,31," ","C0","198 13TH STREET                          ","            ",11215,3,0,3,1717,2193,1899,1,"C0",2145000,2016-02-24,2145000,1717,1899,0
"14607",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",1046,24," ","C0","112 15TH STREET                          ","            ",11215,3,0,3,2156,2340,1899,1,"C0",1450000,2016-09-27,1450000,2156,1899,0
"14611",3,"GOWANUS                  ","03  THREE FAMILY DWELLINGS                  ","1.000000",1051,51," ","C0","159 PROSPECT AVENUE                      ","            ",11215,3,0,3,1358,1875,1910,1,"C0",960000,2016-03-17,960000,1358,1910,0
"14740",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6579,34," ","A9","1454 WEST 5TH   STREET                   ","            ",11204,1,0,1,2000,1410,1935,1,"A9",820000,2016-02-23,820000,2000,1935,0
"14741",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6598,8," ","S1","74 AVENUE O                              ","            ",11204,1,1,2,1950,2800,1931,1,"S1",1100000,2016-05-31,1100000,1950,1931,0
"14742",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6598,61," ","A9","1575 WEST 9TH   STREET                   ","            ",11204,1,0,1,2000,1352,1930,1,"A9",750000,2016-09-29,750000,2000,1930,0
"14746",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6601,41," ","A5","1584 WEST 5TH STREET                     ","            ",11204,1,0,1,2000,1196,1925,1,"A5",838000,2016-04-25,838000,2000,1925,0
"14748",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6601,73," ","A9","1547 WEST 6TH   STREET                   ","            ",11204,1,0,1,2000,1204,1925,1,"A9",833800,2016-07-12,833800,2000,1925,0
"14749",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6602,56," ","A1","1585 WEST 5TH STREET                     ","            ",11204,1,0,1,4000,1496,1925,1,"A1",955000,2016-08-30,955000,4000,1925,0
"14750",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6603,33," ","A5","1564 WEST 3RD   STREET                   ","            ",11204,1,0,1,2000,2000,1920,1,"A5",760000,2016-09-27,760000,2000,1920,0
"14752",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6605,30," ","A5","1548 WEST 1ST   STREET                   ","            ",11204,1,0,1,1128,1456,1945,1,"A5",650000,2016-08-10,650000,1128,1945,0
"14755",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6623,30," ","A9","1658 WEST 8TH STREET                     ","            ",11223,1,0,1,3000,1138,1930,1,"A9",790000,2016-07-19,790000,3000,1930,0
"14756",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6623,43," ","A9","133 QUENTIN ROAD                         ","            ",11223,1,0,1,1800,1184,1930,1,"A9",839900,2016-05-05,839900,1800,1930,0
"14758",3,"GRAVESEND                ","01  ONE FAMILY DWELLINGS                    ","1.000000",6624,63," ","A9","1637 WEST 8TH   STREET                   ","            ",11223,1,0,1,1650,1050,1930,1,"A9",740000,2016-11-02,740000,1650,1930,0
